lower,upper,single,mfj,mfs,hoh
10951,11051,116,110,116,110
11051,11151,118,111,118,111
11151,11251,120,112,120,112
11251,11351,122,113,122,113
11351,11451,124,114,124,114
11451,11551,126,115,126,115
11551,11651,128,116,128,116
11651,11751,130,117,130,117
11751,11851,132,118,132,118
11851,11951,134,119,134,119
11951,12051,136,120,136,120
12051,12151,138,121,138,121
12151,12251,140,122,140,122
12251,12351,142,123,142,123
12351,12451,144,124,144,124
12451,12551,146,125,146,125
12551,12651,148,126,148,126
12651,12751,150,127,150,127
12751,12851,152,128,152,128
12851,12951,154,129,154,129
12951,13051,156,130,156,130
13051,13151,158,131,158,131
13151,13251,160,132,160,132
13251,13351,162,133,162,133
13351,13451,164,134,164,134
13451,13551,166,135,166,135
13551,13651,168,136,168,136
13651,13751,170,137,170,137
13751,13851,172,138,172,138
13851,13951,174,139,174,139
13951,14051,176,140,176,140
14051,14151,178,141,178,141
14151,14251,180,142,180,142
14251,14351,182,143,182,143
14351,14451,184,144,184,144
14451,14551,186,145,186,145
14551,14651,188,146,188,146
14651,14751,190,147,190,147
14751,14851,192,148,192,148
14851,14951,194,149,194,149
14951,15051,196,150,196,150
15051,15151,198,151,198,151
15151,15251,200,152,200,152
15251,15351,202,153,202,153
15351,15451,204,154,204,154
15451,15551,206,155,206,155
15551,15651,208,156,208,156
15651,15751,210,157,210,157
15751,15851,212,158,212,158
15851,15951,214,159,214,159
15951,16051,216,160,216,160
16051,16151,218,161,218,161
16151,16251,220,162,220,162
16251,16351,222,163,222,163
16351,16451,224,164,224,164
16451,16551,226,165,226,165
16551,16651,228,166,228,166
16651,16751,230,167,230,167
16751,16851,232,168,232,168
16851,16951,234,169,234,169
16951,17051,236,170,236,170
17051,17151,238,171,238,171
17151,17251,240,172,240,172
17251,17351,242,173,242,173
17351,17451,244,174,244,174
17451,17551,246,175,246,175
17551,17651,248,176,248,176
17651,17751,250,177,250,177
17751,17851,252,178,252,178
17851,17951,254,179,254,179
17951,18051,256,180,256,180
18051,18151,258,181,258,181
18151,18251,260,182,260,182
18251,18351,262,183,262,183
18351,18451,264,184,264,184
18451,18551,266,185,266,185
18551,18651,268,186,268,186
18651,18751,270,187,270,187
18751,18851,272,188,272,188
18851,18951,274,189,274,189
18951,19051,276,190,276,190
19051,19151,278,191,278,191
19151,19251,280,192,280,192
19251,19351,282,193,282,193
19351,19451,284,194,284,194
19451,19551,286,195,286,195
19551,19651,288,196,288,196
19651,19751,290,197,290,197
19751,19851,292,198,292,198
19851,19951,294,199,294,199
19951,20051,296,200,296,200
20051,20151,298,201,298,201
20151,20251,300,202,300,202
20251,20351,302,203,302,203
20351,20451,304,204,304,204
20451,20551,306,205,306,205
20551,20651,308,206,308,206
20651,20751,310,207,310,207
20751,20851,312,208,312,208
20851,20951,314,210,314,210
20951,21051,316,212,316,212
21051,21151,318,214,318,214
21151,21251,320,216,320,216
21251,21351,322,218,322,218
21351,21451,324,220,324,220
21451,21551,326,222,326,222
21551,21651,328,224,328,224
21651,21751,330,226,330,226
21751,21851,332,228,332,228
21851,21951,334,230,334,230
21951,22051,336,232,336,232
22051,22151,338,234,338,234
22151,22251,340,236,340,236
22251,22351,342,238,342,238
22351,22451,344,240,344,240
22451,22551,346,242,346,242
22551,22651,348,244,348,244
22651,22751,350,246,350,246
22751,22851,352,248,352,248
22851,22951,354,250,354,250
22951,23051,356,252,356,252
23051,23151,358,254,358,254
23151,23251,360,256,360,256
23251,23351,362,258,362,258
23351,23451,364,260,364,260
23451,23551,366,262,366,262
23551,23651,368,264,368,264
23651,23751,370,266,370,266
23751,23851,372,268,372,268
23851,23951,374,270,374,270
23951,24051,376,272,376,272
24051,24151,378,274,378,274
24151,24251,380,276,380,276
24251,24351,382,278,382,278
24351,24451,384,280,384,280
24451,24551,386,282,386,282
24551,24651,388,284,388,284
24651,24751,390,286,390,286
24751,24851,394,288,394,288
24851,24951,398,290,398,290
24951,25051,402,292,402,292
25051,25151,406,294,406,294
25151,25251,410,296,410,296
25251,25351,414,298,414,298
25351,25451,418,300,418,300
25451,25551,422,302,422,302
25551,25651,426,304,426,304
25651,25751,430,306,430,306
25751,25851,434,308,434,308
25851,25951,438,310,438,310
25951,26051,442,312,442,312
26051,26151,446,314,446,314
26151,26251,450,316,450,316
26251,26351,454,318,454,318
26351,26451,458,320,458,320
26451,26551,462,322,462,322
26551,26651,466,324,466,324
26651,26751,470,326,470,326
26751,26851,474,328,474,328
26851,26951,478,330,478,330
26951,27051,482,332,482,332
27051,27151,486,334,486,334
27151,27251,490,336,490,336
27251,27351,494,338,494,338
27351,27451,498,340,498,340
27451,27551,502,342,502,342
27551,27651,506,344,506,344
27651,27751,510,346,510,346
27751,27851,514,348,514,348
27851,27951,518,350,518,350
27951,28051,522,352,522,352
28051,28151,526,354,526,354
28151,28251,530,356,530,356
28251,28351,534,358,534,358
28351,28451,538,360,538,360
28451,28551,542,362,542,362
28551,28651,546,364,546,364
28651,28751,550,366,550,366
28751,28851,554,368,554,368
28851,28951,558,370,558,370
28951,29051,562,372,562,372
29051,29151,566,374,566,374
29151,29251,570,376,570,376
29251,29351,574,378,574,378
29351,29451,578,380,578,380
29451,29551,582,382,582,382
29551,29651,586,384,586,384
29651,29751,590,386,590,386
29751,29851,594,388,594,388
29851,29951,598,390,598,390
29951,30051,602,392,602,392
30051,30151,606,394,606,394
30151,30251,610,396,610,396
30251,30351,614,398,614,398
30351,30451,618,400,618,400
30451,30551,622,402,622,402
30551,30651,626,404,626,404
30651,30751,630,406,630,406
30751,30851,634,408,634,408
30851,30951,638,410,638,410
30951,31051,642,412,642,412
31051,31151,646,414,646,414
31151,31251,650,416,650,416
31251,31351,654,418,654,418
31351,31451,658,420,658,420
31451,31551,662,422,662,422
31551,31651,666,424,666,424
31651,31751,670,426,670,426
31751,31851,674,428,674,428
31851,31951,678,430,678,430
31951,32051,682,432,682,432
32051,32151,686,434,686,434
32151,32251,690,436,690,436
32251,32351,694,438,694,438
32351,32451,698,440,698,440
32451,32551,702,442,702,442
32551,32651,706,444,706,444
32651,32751,710,446,710,446
32751,32851,714,448,714,448
32851,32951,718,450,718,450
32951,33051,722,452,722,452
33051,33151,726,454,726,454
33151,33251,730,456,730,456
33251,33351,734,458,734,458
33351,33451,738,460,738,460
33451,33551,742,462,742,462
33551,33651,746,464,746,464
33651,33751,750,466,750,466
33751,33851,754,468,754,468
33851,33951,758,470,758,470
33951,34051,762,472,762,472
34051,34151,766,474,766,474
34151,34251,770,476,770,476
34251,34351,774,478,774,478
34351,34451,778,480,778,480
34451,34551,782,482,782,482
34551,34651,786,484,786,484
34651,34751,790,486,790,486
34751,34851,794,488,794,488
34851,34951,798,490,798,490
34951,35051,802,492,802,492
35051,35151,806,494,806,494
35151,35251,810,496,810,496
35251,35351,814,498,814,498
35351,35451,818,500,818,500
35451,35551,822,502,822,502
35551,35651,826,504,826,504
35651,35751,830,506,830,506
35751,35851,834,508,834,508
35851,35951,838,510,838,510
35951,36051,842,512,842,512
36051,36151,846,514,846,514
36151,36251,850,516,850,516
36251,36351,854,518,854,518
36351,36451,858,520,858,520
36451,36551,862,522,862,522
36551,36651,866,524,866,524
36651,36751,870,526,870,526
36751,36851,874,528,874,528
36851,36951,878,530,878,530
36951,37051,882,532,882,532
37051,37151,886,534,886,534
37151,37251,890,536,890,536
37251,37351,894,538,894,538
37351,37451,898,540,898,540
37451,37551,902,542,902,542
37551,37651,906,544,906,544
37651,37751,910,546,910,546
37751,37851,914,548,914,548
37851,37951,918,550,918,550
37951,38051,922,552,922,552
38051,38151,926,554,926,554
38151,38251,930,556,930,556
38251,38351,934,558,934,558
38351,38451,938,560,938,560
38451,38551,942,562,942,562
38551,38651,946,564,946,564
38651,38751,950,566,950,566
38751,38851,954,568,954,568
38851,38951,958,570,958,570
38951,39051,963,572,963,572
39051,39151,969,574,969,574
39151,39251,975,576,975,576
39251,39351,981,578,981,578
39351,39451,987,580,987,580
39451,39551,993,582,993,582
39551,39651,999,584,999,584
39651,39751,1005,586,1005,586
39751,39851,1011,588,1011,588
39851,39951,1017,590,1017,590
39951,40051,1023,592,1023,592
40051,40151,1029,594,1029,594
40151,40251,1035,596,1035,596
40251,40351,1041,598,1041,598
40351,40451,1047,600,1047,600
40451,40551,1053,602,1053,602
40551,40651,1059,604,1059,604
40651,40751,1065,606,1065,606
40751,40851,1071,608,1071,608
40851,40951,1077,610,1077,610
40951,41051,1083,612,1083,612
41051,41151,1089,614,1089,614
41151,41251,1095,616,1095,616
41251,41351,1101,618,1101,618
41351,41451,1107,620,1107,620
41451,41551,1113,622,1113,622
41551,41651,1119,624,1119,624
41651,41751,1125,626,1125,626
41751,41851,1131,628,1131,628
41851,41951,1137,630,1137,630
41951,42051,1143,632,1143,632
42051,42151,1149,634,1149,634
42151,42251,1155,636,1155,636
42251,42351,1161,638,1161,638
42351,42451,1167,640,1167,640
42451,42551,1173,642,1173,642
42551,42651,1179,644,1179,644
42651,42751,1185,646,1185,646
42751,42851,1191,648,1191,648
42851,42951,1197,650,1197,650
42951,43051,1203,652,1203,652
43051,43151,1209,654,1209,654
43151,43251,1215,656,1215,656
43251,43351,1221,658,1221,658
43351,43451,1227,660,1227,660
43451,43551,1233,662,1233,662
43551,43651,1239,664,1239,664
43651,43751,1245,666,1245,666
43751,43851,1251,668,1251,668
43851,43951,1257,670,1257,670
43951,44051,1263,672,1263,672
44051,44151,1269,674,1269,674
44151,44251,1275,676,1275,676
44251,44351,1281,678,1281,678
44351,44451,1287,680,1287,680
44451,44551,1293,682,1293,682
44551,44651,1299,684,1299,684
44651,44751,1305,686,1305,686
44751,44851,1311,688,1311,688
44851,44951,1317,690,1317,690
44951,45051,1323,692,1323,692
45051,45151,1329,694,1329,694
45151,45251,1335,696,1335,696
45251,45351,1341,698,1341,698
45351,45451,1347,700,1347,700
45451,45551,1353,702,1353,702
45551,45651,1359,704,1359,704
45651,45751,1365,706,1365,706
45751,45851,1371,708,1371,708
45851,45951,1377,710,1377,710
45951,46051,1383,712,1383,712
46051,46151,1389,714,1389,714
46151,46251,1395,716,1395,716
46251,46351,1401,718,1401,718
46351,46451,1407,720,1407,720
46451,46551,1413,722,1413,722
46551,46651,1419,724,1419,724
46651,46751,1425,726,1425,726
46751,46851,1431,728,1431,728
46851,46951,1437,730,1437,730
46951,47051,1443,732,1443,732
47051,47151,1449,734,1449,734
47151,47251,1455,736,1455,736
47251,47351,1461,738,1461,738
47351,47451,1467,740,1467,740
47451,47551,1473,742,1473,742
47551,47651,1479,744,1479,744
47651,47751,1485,746,1485,746
47751,47851,1491,748,1491,748
47851,47951,1497,750,1497,750
47951,48051,1503,752,1503,752
48051,48151,1509,754,1509,754
48151,48251,1515,756,1515,756
48251,48351,1521,758,1521,758
48351,48451,1527,760,1527,760
48451,48551,1533,762,1533,762
48551,48651,1539,764,1539,764
48651,48751,1545,766,1545,766
48751,48851,1551,768,1551,768
48851,48951,1557,770,1557,770
48951,49051,1563,772,1563,772
49051,49151,1569,774,1569,774
49151,49251,1575,776,1575,776
49251,49351,1581,778,1581,778
49351,49451,1587,780,1587,780
49451,49551,1593,784,1593,784
49551,49651,1599,788,1599,788
49651,49751,1605,792,1605,792
49751,49851,1611,796,1611,796
49851,49951,1617,800,1617,800
49951,50051,1623,804,1623,804
50051,50151,1629,808,1629,808
50151,50251,1635,812,1635,812
50251,50351,1641,816,1641,816
50351,50451,1647,820,1647,820
50451,50551,1653,824,1653,824
50551,50651,1659,828,1659,828
50651,50751,1665,832,1665,832
50751,50851,1671,836,1671,836
50851,50951,1677,840,1677,840
50951,51051,1683,844,1683,844
51051,51151,1689,848,1689,848
51151,51251,1695,852,1695,852
51251,51351,1701,856,1701,856
51351,51451,1707,860,1707,860
51451,51551,1713,864,1713,864
51551,51651,1719,868,1719,868
51651,51751,1725,872,1725,872
51751,51851,1731,876,1731,876
51851,51951,1737,880,1737,880
51951,52051,1743,884,1743,884
52051,52151,1749,888,1749,888
52151,52251,1755,892,1755,892
52251,52351,1761,896,1761,896
52351,52451,1767,900,1767,900
52451,52551,1773,904,1773,904
52551,52651,1779,908,1779,908
52651,52751,1785,912,1785,912
52751,52851,1791,916,1791,916
52851,52951,1797,920,1797,920
52951,53051,1803,924,1803,924
53051,53151,1809,928,1809,928
53151,53251,1815,932,1815,932
53251,53351,1821,936,1821,936
53351,53451,1827,940,1827,940
53451,53551,1833,944,1833,944
53551,53651,1839,948,1839,948
53651,53751,1845,952,1845,952
53751,53851,1851,956,1851,956
53851,53951,1857,960,1857,960
53951,54051,1863,964,1863,964
54051,54151,1869,968,1869,968
54151,54251,1877,972,1877,972
54251,54351,1885,976,1885,976
54351,54451,1893,980,1893,980
54451,54551,1901,984,1901,984
54551,54651,1909,988,1909,988
54651,54751,1917,992,1917,992
54751,54851,1925,996,1925,996
54851,54951,1933,1000,1933,1000
54951,55051,1941,1004,1941,1004
55051,55151,1949,1008,1949,1008
55151,55251,1957,1012,1957,1012
55251,55351,1965,1016,1965,1016
55351,55451,1973,1020,1973,1020
55451,55551,1981,1024,1981,1024
55551,55651,1989,1028,1989,1028
55651,55751,1997,1032,1997,1032
55751,55851,2005,1036,2005,1036
55851,55951,2013,1040,2013,1040
55951,56051,2021,1044,2021,1044
56051,56151,2029,1048,2029,1048
56151,56251,2037,1052,2037,1052
56251,56351,2045,1056,2045,1056
56351,56451,2053,1060,2053,1060
56451,56551,2061,1064,2061,1064
56551,56651,2069,1068,2069,1068
56651,56751,2077,1072,2077,1072
56751,56851,2085,1076,2085,1076
56851,56951,2093,1080,2093,1080
56951,57051,2101,1084,2101,1084
57051,57151,2109,1088,2109,1088
57151,57251,2117,1092,2117,1092
57251,57351,2125,1096,2125,1096
57351,57451,2133,1100,2133,1100
57451,57551,2141,1104,2141,1104
57551,57651,2149,1108,2149,1108
57651,57751,2157,1112,2157,1112
57751,57851,2165,1116,2165,1116
57851,57951,2173,1120,2173,1120
57951,58051,2181,1124,2181,1124
58051,58151,2189,1128,2189,1128
58151,58251,2197,1132,2197,1132
58251,58351,2205,1136,2205,1136
58351,58451,2213,1140,2213,1140
58451,58551,2221,1144,2221,1144
58551,58651,2229,1148,2229,1148
58651,58751,2237,1152,2237,1152
58751,58851,2245,1156,2245,1156
58851,58951,2253,1160,2253,1160
58951,59051,2261,1164,2261,1164
59051,59151,2269,1168,2269,1168
59151,59251,2277,1172,2277,1172
59251,59351,2285,1176,2285,1176
59351,59451,2293,1180,2293,1180
59451,59551,2301,1184,2301,1184
59551,59651,2309,1188,2309,1188
59651,59751,2317,1192,2317,1192
59751,59851,2325,1196,2325,1196
59851,59951,2333,1200,2333,1200
59951,60051,2341,1204,2341,1204
60051,60151,2349,1208,2349,1208
60151,60251,2357,1212,2357,1212
60251,60351,2365,1216,2365,1216
60351,60451,2373,1220,2373,1220
60451,60551,2381,1224,2381,1224
60551,60651,2389,1228,2389,1228
60651,60751,2397,1232,2397,1232
60751,60851,2405,1236,2405,1236
60851,60951,2413,1240,2413,1240
60951,61051,2421,1244,2421,1244
61051,61151,2429,1248,2429,1248
61151,61251,2437,1252,2437,1252
61251,61351,2445,1256,2445,1256
61351,61451,2453,1260,2453,1260
61451,61551,2461,1264,2461,1264
61551,61651,2469,1268,2469,1268
61651,61751,2477,1272,2477,1272
61751,61851,2485,1276,2485,1276
61851,61951,2493,1280,2493,1280
61951,62051,2501,1284,2501,1284
62051,62151,2509,1288,2509,1288
62151,62251,2517,1292,2517,1292
62251,62351,2525,1296,2525,1296
62351,62451,2533,1300,2533,1300
62451,62551,2541,1304,2541,1304
62551,62651,2549,1308,2549,1308
62651,62751,2557,1312,2557,1312
62751,62851,2565,1316,2565,1316
62851,62951,2573,1320,2573,1320
62951,63051,2581,1324,2581,1324
63051,63151,2589,1328,2589,1328
63151,63251,2597,1332,2597,1332
63251,63351,2605,1336,2605,1336
63351,63451,2613,1340,2613,1340
63451,63551,2621,1344,2621,1344
63551,63651,2629,1348,2629,1348
63651,63751,2637,1352,2637,1353
63751,63851,2645,1356,2645,1359
63851,63951,2653,1360,2653,1365
63951,64051,2661,1364,2661,1371
64051,64151,2669,1368,2669,1377
64151,64251,2677,1372,2677,1383
64251,64351,2685,1376,2685,1389
64351,64451,2693,1380,2693,1395
64451,64551,2701,1384,2701,1401
64551,64651,2709,1388,2709,1407
64651,64751,2717,1392,2717,1413
64751,64851,2725,1396,2725,1419
64851,64951,2733,1400,2733,1425
64951,65051,2741,1404,2741,1431
65051,65151,2749,1408,2749,1437
65151,65251,2757,1412,2757,1443
65251,65351,2765,1416,2765,1449
65351,65451,2773,1420,2773,1455
65451,65551,2781,1424,2781,1461
65551,65651,2789,1428,2789,1467
65651,65751,2797,1432,2797,1473
65751,65851,2805,1436,2805,1479
65851,65951,2813,1440,2813,1485
65951,66051,2821,1444,2821,1491
66051,66151,2829,1448,2829,1497
66151,66251,2837,1452,2837,1503
66251,66351,2845,1456,2845,1509
66351,66451,2853,1460,2853,1515
66451,66551,2861,1464,2861,1521
66551,66651,2869,1468,2869,1527
66651,66751,2877,1472,2877,1533
66751,66851,2885,1476,2885,1539
66851,66951,2893,1480,2893,1545
66951,67051,2901,1484,2901,1551
67051,67151,2909,1488,2909,1557
67151,67251,2917,1492,2917,1563
67251,67351,2925,1496,2925,1569
67351,67451,2933,1500,2933,1575
67451,67551,2941,1504,2941,1581
67551,67651,2949,1508,2949,1587
67651,67751,2957,1512,2957,1593
67751,67851,2965,1516,2965,1599
67851,67951,2973,1520,2973,1605
67951,68051,2981,1524,2981,1611
68051,68151,2989,1528,2989,1617
68151,68251,2997,1532,2997,1623
68251,68351,3005,1536,3005,1629
68351,68451,3014,1540,3014,1635
68451,68551,3023,1544,3023,1641
68551,68651,3033,1548,3033,1647
68651,68751,3042,1552,3042,1653
68751,68851,3051,1556,3051,1659
68851,68951,3061,1560,3061,1665
68951,69051,3070,1564,3070,1671
69051,69151,3079,1568,3079,1677
69151,69251,3088,1572,3088,1683
69251,69351,3098,1576,3098,1689
69351,69451,3107,1580,3107,1695
69451,69551,3116,1584,3116,1701
69551,69651,3126,1588,3126,1707
69651,69751,3135,1592,3135,1713
69751,69851,3144,1596,3144,1719
69851,69951,3154,1600,3154,1725
69951,70051,3163,1604,3163,1731
70051,70151,3172,1608,3172,1737
70151,70251,3181,1612,3181,1743
70251,70351,3191,1616,3191,1749
70351,70451,3200,1620,3200,1755
70451,70551,3209,1624,3209,1761
70551,70651,3219,1628,3219,1767
70651,70751,3228,1632,3228,1773
70751,70851,3237,1636,3237,1779
70851,70951,3247,1640,3247,1785
70951,71051,3256,1644,3256,1791
71051,71151,3265,1648,3265,1797
71151,71251,3274,1652,3274,1803
71251,71351,3284,1656,3284,1809
71351,71451,3293,1660,3293,1815
71451,71551,3302,1664,3302,1821
71551,71651,3312,1668,3312,1827
71651,71751,3321,1672,3321,1833
71751,71851,3330,1676,3330,1839
71851,71951,3340,1680,3340,1845
71951,72051,3349,1684,3349,1851
72051,72151,3358,1688,3358,1857
72151,72251,3367,1692,3367,1863
72251,72351,3377,1696,3377,1869
72351,72451,3386,1700,3386,1875
72451,72551,3395,1704,3395,1881
72551,72651,3405,1708,3405,1887
72651,72751,3414,1712,3414,1893
72751,72851,3423,1716,3423,1899
72851,72951,3433,1720,3433,1905
72951,73051,3442,1724,3442,1911
73051,73151,3451,1728,3451,1917
73151,73251,3460,1732,3460,1923
73251,73351,3470,1736,3470,1929
73351,73451,3479,1740,3479,1935
73451,73551,3488,1744,3488,1941
73551,73651,3498,1748,3498,1947
73651,73751,3507,1752,3507,1953
73751,73851,3516,1756,3516,1959
73851,73951,3526,1760,3526,1965
73951,74051,3535,1764,3535,1971
74051,74151,3544,1768,3544,1977
74151,74251,3553,1772,3553,1983
74251,74351,3563,1776,3563,1989
74351,74451,3572,1780,3572,1995
74451,74551,3581,1784,3581,2001
74551,74651,3591,1788,3591,2007
74651,74751,3600,1792,3600,2013
74751,74851,3609,1796,3609,2019
74851,74951,3619,1800,3619,2025
74951,75051,3628,1804,3628,2031
75051,75151,3637,1808,3637,2037
75151,75251,3646,1812,3646,2043
75251,75351,3656,1816,3656,2049
75351,75451,3665,1820,3665,2055
75451,75551,3674,1824,3674,2061
75551,75651,3684,1828,3684,2067
75651,75751,3693,1832,3693,2073
75751,75851,3702,1836,3702,2079
75851,75951,3712,1840,3712,2085
75951,76051,3721,1844,3721,2091
76051,76151,3730,1848,3730,2097
76151,76251,3739,1852,3739,2103
76251,76351,3749,1856,3749,2109
76351,76451,3758,1860,3758,2115
76451,76551,3767,1864,3767,2121
76551,76651,3777,1868,3777,2127
76651,76751,3786,1872,3786,2133
76751,76851,3795,1876,3795,2139
76851,76951,3805,1880,3805,2145
76951,77051,3814,1884,3814,2151
77051,77151,3823,1888,3823,2157
77151,77251,3832,1892,3832,2163
77251,77351,3842,1896,3842,2169
77351,77451,3851,1900,3851,2175
77451,77551,3860,1904,3860,2181
77551,77651,3870,1908,3870,2187
77651,77751,3879,1912,3879,2193
77751,77851,3888,1916,3888,2199
77851,77951,3898,1920,3898,2205
77951,78051,3907,1926,3907,2211
78051,78151,3916,1932,3916,2217
78151,78251,3925,1938,3925,2223
78251,78351,3935,1944,3935,2229
78351,78451,3944,1950,3944,2235
78451,78551,3953,1956,3953,2241
78551,78651,3963,1962,3963,2247
78651,78751,3972,1968,3972,2253
78751,78851,3981,1974,3981,2260
78851,78951,3991,1980,3991,2268
78951,79051,4000,1986,4000,2276
79051,79151,4009,1992,4009,2284
79151,79251,4018,1998,4018,2292
79251,79351,4028,2004,4028,2300
79351,79451,4037,2010,4037,2308
79451,79551,4046,2016,4046,2316
79551,79651,4056,2022,4056,2324
79651,79751,4065,2028,4065,2332
79751,79851,4074,2034,4074,2340
79851,79951,4084,2040,4084,2348
79951,80051,4093,2046,4093,2356
80051,80151,4102,2052,4102,2364
80151,80251,4111,2058,4111,2372
80251,80351,4121,2064,4121,2380
80351,80451,4130,2070,4130,2388
80451,80551,4139,2076,4139,2396
80551,80651,4149,2082,4149,2404
80651,80751,4158,2088,4158,2412
80751,80851,4167,2094,4167,2420
80851,80951,4177,2100,4177,2428
80951,81051,4186,2106,4186,2436
81051,81151,4195,2112,4195,2444
81151,81251,4204,2118,4204,2452
81251,81351,4214,2124,4214,2460
81351,81451,4223,2130,4223,2468
81451,81551,4232,2136,4232,2476
81551,81651,4242,2142,4242,2484
81651,81751,4251,2148,4251,2492
81751,81851,4260,2154,4260,2500
81851,81951,4270,2160,4270,2508
81951,82051,4279,2166,4279,2516
82051,82151,4288,2172,4288,2524
82151,82251,4297,2178,4297,2532
82251,82351,4307,2184,4307,2540
82351,82451,4316,2190,4316,2548
82451,82551,4325,2196,4325,2556
82551,82651,4335,2202,4335,2564
82651,82751,4344,2208,4344,2572
82751,82851,4353,2214,4353,2580
82851,82951,4363,2220,4363,2588
82951,83051,4372,2226,4372,2596
83051,83151,4381,2232,4381,2604
83151,83251,4390,2238,4390,2612
83251,83351,4400,2244,4400,2620
83351,83451,4409,2250,4409,2628
83451,83551,4418,2256,4418,2636
83551,83651,4428,2262,4428,2644
83651,83751,4437,2268,4437,2652
83751,83851,4446,2274,4446,2660
83851,83951,4456,2280,4456,2668
83951,84051,4465,2286,4465,2676
84051,84151,4474,2292,4474,2684
84151,84251,4483,2298,4483,2692
84251,84351,4493,2304,4493,2700
84351,84451,4502,2310,4502,2708
84451,84551,4511,2316,4511,2716
84551,84651,4521,2322,4521,2724
84651,84751,4530,2328,4530,2732
84751,84851,4539,2334,4539,2740
84851,84951,4549,2340,4549,2748
84951,85051,4558,2346,4558,2756
85051,85151,4567,2352,4567,2764
85151,85251,4576,2358,4576,2772
85251,85351,4586,2364,4586,2780
85351,85451,4595,2370,4595,2788
85451,85551,4604,2376,4604,2796
85551,85651,4614,2382,4614,2804
85651,85751,4623,2388,4623,2812
85751,85851,4632,2394,4632,2820
85851,85951,4642,2400,4642,2828
85951,86051,4651,2406,4651,2836
86051,86151,4660,2412,4660,2844
86151,86251,4669,2418,4669,2852
86251,86351,4679,2424,4679,2860
86351,86451,4688,2430,4688,2868
86451,86551,4697,2436,4697,2876
86551,86651,4707,2442,4707,2884
86651,86751,4716,2448,4716,2892
86751,86851,4725,2454,4725,2900
86851,86951,4735,2460,4735,2908
86951,87051,4744,2466,4744,2916
87051,87151,4753,2472,4753,2924
87151,87251,4762,2478,4762,2932
87251,87351,4772,2484,4772,2940
87351,87451,4781,2490,4781,2948
87451,87551,4790,2496,4790,2956
87551,87651,4800,2502,4800,2964
87651,87751,4809,2508,4809,2972
87751,87851,4818,2514,4818,2980
87851,87951,4828,2520,4828,2988
87951,88051,4837,2526,4837,2996
