lower,upper,single,mfj,mfs,hoh
10951,11051,127,110,127,110
11051,11151,129,111,129,111
11151,11251,131,112,131,112
11251,11351,133,113,133,113
11351,11451,135,114,135,114
11451,11551,137,115,137,115
11551,11651,139,116,139,116
11651,11751,141,117,141,117
11751,11851,143,118,143,118
11851,11951,145,119,145,119
11951,12051,147,120,147,120
12051,12151,149,121,149,121
12151,12251,151,122,151,122
12251,12351,153,123,153,123
12351,12451,155,124,155,124
12451,12551,157,125,157,125
12551,12651,159,126,159,126
12651,12751,161,127,161,127
12751,12851,163,128,163,128
12851,12951,165,129,165,129
12951,13051,167,130,167,130
13051,13151,169,131,169,131
13151,13251,171,132,171,132
13251,13351,173,133,173,133
13351,13451,175,134,175,134
13451,13551,177,135,177,135
13551,13651,179,136,179,136
13651,13751,181,137,181,137
13751,13851,183,138,183,138
13851,13951,185,139,185,139
13951,14051,187,140,187,140
14051,14151,189,141,189,141
14151,14251,191,142,191,142
14251,14351,193,143,193,143
14351,14451,195,144,195,144
14451,14551,197,145,197,145
14551,14651,199,146,199,146
14651,14751,201,147,201,147
14751,14851,203,148,203,148
14851,14951,205,149,205,149
14951,15051,207,150,207,150
15051,15151,209,151,209,151
15151,15251,211,152,211,152
15251,15351,213,153,213,153
15351,15451,215,154,215,154
15451,15551,217,155,217,155
15551,15651,219,156,219,156
15651,15751,221,157,221,157
15751,15851,223,158,223,158
15851,15951,225,159,225,159
15951,16051,227,160,227,160
16051,16151,229,161,229,161
16151,16251,231,162,231,162
16251,16351,233,163,233,163
16351,16451,235,164,235,164
16451,16551,237,165,237,165
16551,16651,239,166,239,166
16651,16751,241,167,241,167
16751,16851,243,168,243,168
16851,16951,245,169,245,169
16951,17051,247,170,247,170
17051,17151,249,171,249,171
17151,17251,251,172,251,172
17251,17351,253,173,253,173
17351,17451,255,174,255,174
17451,17551,257,175,257,175
17551,17651,259,176,259,176
17651,17751,261,177,261,177
17751,17851,263,178,263,178
17851,17951,265,179,265,179
17951,18051,267,180,267,180
18051,18151,269,181,269,181
18151,18251,271,182,271,182
18251,18351,273,183,273,183
18351,18451,275,184,275,184
18451,18551,277,185,277,185
18551,18651,279,186,279,186
18651,18751,281,188,281,187
18751,18851,283,190,283,189
18851,18951,285,192,285,191
18951,19051,287,194,287,193
19051,19151,289,196,289,195
19151,19251,291,198,291,197
19251,19351,293,200,293,199
19351,19451,295,202,295,201
19451,19551,297,204,297,203
19551,19651,299,206,299,205
19651,19751,301,208,301,207
19751,19851,303,210,303,209
19851,19951,305,212,305,211
19951,20051,307,214,307,213
20051,20151,309,216,309,215
20151,20251,311,218,311,217
20251,20351,313,220,313,219
20351,20451,315,222,315,221
20451,20551,317,224,317,223
20551,20651,319,226,319,225
20651,20751,321,228,321,227
20751,20851,323,230,323,229
20851,20951,325,232,325,231
20951,21051,327,234,327,233
21051,21151,329,236,329,235
21151,21251,331,238,331,237
21251,21351,333,240,333,239
21351,21451,335,242,335,241
21451,21551,337,244,337,243
21551,21651,339,246,339,245
21651,21751,341,248,341,247
21751,21851,343,250,343,249
21851,21951,345,252,345,251
21951,22051,347,254,347,253
22051,22151,349,256,349,255
22151,22251,353,258,353,257
22251,22351,357,260,357,259
22351,22451,361,262,361,261
22451,22551,365,264,365,263
22551,22651,369,266,369,265
22651,22751,373,268,373,267
22751,22851,377,270,377,269
22851,22951,381,272,381,271
22951,23051,385,274,385,273
23051,23151,389,276,389,275
23151,23251,393,278,393,277
23251,23351,397,280,397,279
23351,23451,401,282,401,281
23451,23551,405,284,405,283
23551,23651,409,286,409,285
23651,23751,413,288,413,287
23751,23851,417,290,417,289
23851,23951,421,292,421,291
23951,24051,425,294,425,293
24051,24151,429,296,429,295
24151,24251,433,298,433,297
24251,24351,437,300,437,299
24351,24451,441,302,441,301
24451,24551,445,304,445,303
24551,24651,449,306,449,305
24651,24751,453,308,453,307
24751,24851,457,310,457,309
24851,24951,461,312,461,311
24951,25051,465,314,465,313
25051,25151,469,316,469,315
25151,25251,473,318,473,317
25251,25351,477,320,477,319
25351,25451,481,322,481,321
25451,25551,485,324,485,323
25551,25651,489,326,489,325
25651,25751,493,328,493,327
25751,25851,497,330,497,329
25851,25951,501,332,501,331
25951,26051,505,334,505,333
26051,26151,509,336,509,335
26151,26251,513,338,513,337
26251,26351,517,340,517,339
26351,26451,521,342,521,341
26451,26551,525,344,525,343
26551,26651,529,346,529,345
26651,26751,533,348,533,347
26751,26851,537,350,537,349
26851,26951,541,352,541,351
26951,27051,545,354,545,353
27051,27151,549,356,549,355
27151,27251,553,358,553,357
27251,27351,557,360,557,359
27351,27451,561,362,561,361
27451,27551,565,364,565,363
27551,27651,569,366,569,365
27651,27751,573,368,573,367
27751,27851,577,370,577,369
27851,27951,581,372,581,371
27951,28051,585,374,585,373
28051,28151,589,376,589,375
28151,28251,593,378,593,377
28251,28351,597,380,597,379
28351,28451,601,382,601,381
28451,28551,605,384,605,383
28551,28651,609,386,609,385
28651,28751,613,388,613,387
28751,28851,617,390,617,389
28851,28951,621,392,621,391
28951,29051,625,394,625,393
29051,29151,629,396,629,395
29151,29251,633,398,633,397
29251,29351,637,400,637,399
29351,29451,641,402,641,401
29451,29551,645,404,645,403
29551,29651,649,406,649,405
29651,29751,653,408,653,407
29751,29851,657,410,657,409
29851,29951,661,412,661,411
29951,30051,665,414,665,413
30051,30151,669,416,669,415
30151,30251,673,418,673,417
30251,30351,677,420,677,419
30351,30451,681,422,681,421
30451,30551,685,424,685,423
30551,30651,689,426,689,425
30651,30751,693,428,693,427
30751,30851,697,430,697,429
30851,30951,701,432,701,431
30951,31051,705,434,705,433
31051,31151,709,436,709,435
31151,31251,713,438,713,437
31251,31351,717,440,717,439
31351,31451,721,442,721,441
31451,31551,725,444,725,443
31551,31651,729,446,729,445
31651,31751,733,448,733,447
31751,31851,737,450,737,449
31851,31951,741,452,741,451
31951,32051,745,454,745,453
32051,32151,749,456,749,455
32151,32251,753,458,753,457
32251,32351,757,460,757,459
32351,32451,761,462,761,461
32451,32551,765,464,765,463
32551,32651,769,466,769,465
32651,32751,773,468,773,467
32751,32851,777,470,777,469
32851,32951,781,472,781,471
32951,33051,785,474,785,473
33051,33151,789,476,789,475
33151,33251,793,478,793,477
33251,33351,797,480,797,479
33351,33451,801,482,801,481
33451,33551,805,484,805,483
33551,33651,809,486,809,485
33651,33751,813,488,813,487
33751,33851,817,490,817,489
33851,33951,821,492,821,491
33951,34051,825,494,825,493
34051,34151,829,496,829,495
34151,34251,833,498,833,497
34251,34351,837,500,837,499
34351,34451,841,502,841,501
34451,34551,845,504,845,503
34551,34651,849,506,849,505
34651,34751,853,508,853,507
34751,34851,857,510,857,509
34851,34951,861,512,861,511
34951,35051,867,514,867,513
35051,35151,873,516,873,515
35151,35251,879,518,879,517
35251,35351,885,520,885,519
35351,35451,891,522,891,521
35451,35551,897,524,897,523
35551,35651,903,526,903,525
35651,35751,909,528,909,527
35751,35851,915,530,915,529
35851,35951,921,532,921,531
35951,36051,927,534,927,533
36051,36151,933,536,933,535
36151,36251,939,538,939,537
36251,36351,945,540,945,539
36351,36451,951,542,951,541
36451,36551,957,544,957,543
36551,36651,963,546,963,545
36651,36751,969,548,969,547
36751,36851,975,550,975,549
36851,36951,981,552,981,551
36951,37051,987,554,987,553
37051,37151,993,556,993,555
37151,37251,999,558,999,557
37251,37351,1005,560,1005,559
37351,37451,1011,562,1011,561
37451,37551,1017,564,1017,563
37551,37651,1023,566,1023,565
37651,37751,1029,568,1029,567
37751,37851,1035,570,1035,569
37851,37951,1041,572,1041,571
37951,38051,1047,574,1047,573
38051,38151,1053,576,1053,575
38151,38251,1059,578,1059,577
38251,38351,1065,580,1065,579
38351,38451,1071,582,1071,581
38451,38551,1077,584,1077,583
38551,38651,1083,586,1083,585
38651,38751,1089,588,1089,587
38751,38851,1095,590,1095,589
38851,38951,1101,592,1101,591
38951,39051,1107,594,1107,593
39051,39151,1113,596,1113,595
39151,39251,1119,598,1119,597
39251,39351,1125,600,1125,599
39351,39451,1131,602,1131,601
39451,39551,1137,604,1137,603
39551,39651,1143,606,1143,605
39651,39751,1149,608,1149,607
39751,39851,1155,610,1155,609
39851,39951,1161,612,1161,611
39951,40051,1167,614,1167,613
40051,40151,1173,616,1173,615
40151,40251,1179,618,1179,617
40251,40351,1185,620,1185,619
40351,40451,1191,622,1191,621
40451,40551,1197,624,1197,623
40551,40651,1203,626,1203,625
40651,40751,1209,628,1209,627
40751,40851,1215,630,1215,629
40851,40951,1221,632,1221,631
40951,41051,1227,634,1227,633
41051,41151,1233,636,1233,635
41151,41251,1239,638,1239,637
41251,41351,1245,640,1245,639
41351,41451,1251,642,1251,641
41451,41551,1257,644,1257,643
41551,41651,1263,646,1263,645
41651,41751,1269,648,1269,647
41751,41851,1275,650,1275,649
41851,41951,1281,652,1281,651
41951,42051,1287,654,1287,653
42051,42151,1293,656,1293,655
42151,42251,1299,658,1299,657
42251,42351,1305,660,1305,659
42351,42451,1311,662,1311,661
42451,42551,1317,664,1317,663
42551,42651,1323,666,1323,665
42651,42751,1329,668,1329,667
42751,42851,1335,670,1335,669
42851,42951,1341,672,1341,671
42951,43051,1347,674,1347,673
43051,43151,1353,676,1353,675
43151,43251,1359,678,1359,677
43251,43351,1365,680,1365,679
43351,43451,1371,682,1371,681
43451,43551,1377,684,1377,683
43551,43651,1383,686,1383,685
43651,43751,1389,688,1389,687
43751,43851,1395,690,1395,689
43851,43951,1401,692,1401,691
43951,44051,1407,694,1407,693
44051,44151,1413,696,1413,695
44151,44251,1419,698,1419,697
44251,44351,1425,701,1425,701
44351,44451,1431,705,1431,705
44451,44551,1437,709,1437,709
44551,44651,1443,713,1443,713
44651,44751,1449,717,1449,717
44751,44851,1455,721,1455,721
44851,44951,1461,725,1461,725
44951,45051,1467,729,1467,729
45051,45151,1473,733,1473,733
45151,45251,1479,737,1479,737
45251,45351,1485,741,1485,741
45351,45451,1491,745,1491,745
45451,45551,1497,749,1497,749
45551,45651,1503,753,1503,753
45651,45751,1509,757,1509,757
45751,45851,1515,761,1515,761
45851,45951,1521,765,1521,765
45951,46051,1527,769,1527,769
46051,46151,1533,773,1533,773
46151,46251,1539,777,1539,777
46251,46351,1545,781,1545,781
46351,46451,1551,785,1551,785
46451,46551,1557,789,1557,789
46551,46651,1563,793,1563,793
46651,46751,1569,797,1569,797
46751,46851,1575,801,1575,801
46851,46951,1581,805,1581,805
46951,47051,1587,809,1587,809
47051,47151,1593,813,1593,813
47151,47251,1599,817,1599,817
47251,47351,1605,821,1605,821
47351,47451,1611,825,1611,825
47451,47551,1617,829,1617,829
47551,47651,1623,833,1623,833
47651,47751,1629,837,1629,837
47751,47851,1635,841,1635,841
47851,47951,1641,845,1641,845
47951,48051,1647,849,1647,849
48051,48151,1653,853,1653,853
48151,48251,1659,857,1659,857
48251,48351,1665,861,1665,861
48351,48451,1671,865,1671,865
48451,48551,1678,869,1678,869
48551,48651,1686,873,1686,873
48651,48751,1694,877,1694,877
48751,48851,1702,881,1702,881
48851,48951,1710,885,1710,885
48951,49051,1718,889,1718,889
49051,49151,1726,893,1726,893
49151,49251,1734,897,1734,897
49251,49351,1742,901,1742,901
49351,49451,1750,905,1750,905
49451,49551,1758,909,1758,909
49551,49651,1766,913,1766,913
49651,49751,1774,917,1774,917
49751,49851,1782,921,1782,921
49851,49951,1790,925,1790,925
49951,50051,1798,929,1798,929
50051,50151,1806,933,1806,933
50151,50251,1814,937,1814,937
50251,50351,1822,941,1822,941
50351,50451,1830,945,1830,945
50451,50551,1838,949,1838,949
50551,50651,1846,953,1846,953
50651,50751,1854,957,1854,957
50751,50851,1862,961,1862,961
50851,50951,1870,965,1870,965
50951,51051,1878,969,1878,969
51051,51151,1886,973,1886,973
51151,51251,1894,977,1894,977
51251,51351,1902,981,1902,981
51351,51451,1910,985,1910,985
51451,51551,1918,989,1918,989
51551,51651,1926,993,1926,993
51651,51751,1934,997,1934,997
51751,51851,1942,1001,1942,1001
51851,51951,1950,1005,1950,1005
51951,52051,1958,1009,1958,1009
52051,52151,1966,1013,1966,1013
52151,52251,1974,1017,1974,1017
52251,52351,1982,1021,1982,1021
52351,52451,1990,1025,1990,1025
52451,52551,1998,1029,1998,1029
52551,52651,2006,1033,2006,1033
52651,52751,2014,1037,2014,1037
52751,52851,2022,1041,2022,1041
52851,52951,2030,1045,2030,1045
52951,53051,2038,1049,2038,1049
53051,53151,2046,1053,2046,1053
53151,53251,2054,1057,2054,1057
53251,53351,2062,1061,2062,1061
53351,53451,2070,1065,2070,1065
53451,53551,2078,1069,2078,1069
53551,53651,2086,1073,2086,1073
53651,53751,2094,1077,2094,1077
53751,53851,2102,1081,2102,1081
53851,53951,2110,1085,2110,1085
53951,54051,2118,1089,2118,1089
54051,54151,2126,1093,2126,1093
54151,54251,2134,1097,2134,1097
54251,54351,2142,1101,2142,1101
54351,54451,2150,1105,2150,1105
54451,54551,2158,1109,2158,1109
54551,54651,2166,1113,2166,1113
54651,54751,2174,1117,2174,1117
54751,54851,2182,1121,2182,1121
54851,54951,2190,1125,2190,1125
54951,55051,2198,1129,2198,1129
55051,55151,2206,1133,2206,1133
55151,55251,2214,1137,2214,1137
55251,55351,2222,1141,2222,1141
55351,55451,2230,1145,2230,1145
55451,55551,2238,1149,2238,1149
55551,55651,2246,1153,2246,1153
55651,55751,2254,1157,2254,1157
55751,55851,2262,1161,2262,1161
55851,55951,2270,1165,2270,1165
55951,56051,2278,1169,2278,1169
56051,56151,2286,1173,2286,1173
56151,56251,2294,1177,2294,1177
56251,56351,2302,1181,2302,1181
56351,56451,2310,1185,2310,1185
56451,56551,2318,1189,2318,1189
56551,56651,2326,1193,2326,1193
56651,56751,2334,1197,2334,1197
56751,56851,2342,1201,2342,1201
56851,56951,2350,1205,2350,1205
56951,57051,2358,1209,2358,1209
57051,57151,2366,1213,2366,1215
57151,57251,2374,1217,2374,1221
57251,57351,2382,1221,2382,1227
57351,57451,2390,1225,2390,1233
57451,57551,2398,1229,2398,1239
57551,57651,2406,1233,2406,1245
57651,57751,2414,1237,2414,1251
57751,57851,2422,1241,2422,1257
57851,57951,2430,1245,2430,1263
57951,58051,2438,1249,2438,1269
58051,58151,2446,1253,2446,1275
58151,58251,2454,1257,2454,1281
58251,58351,2462,1261,2462,1287
58351,58451,2470,1265,2470,1293
58451,58551,2478,1269,2478,1299
58551,58651,2486,1273,2486,1305
58651,58751,2494,1277,2494,1311
58751,58851,2502,1281,2502,1317
58851,58951,2510,1285,2510,1323
58951,59051,2518,1289,2518,1329
59051,59151,2526,1293,2526,1335
59151,59251,2534,1297,2534,1341
59251,59351,2542,1301,2542,1347
59351,59451,2550,1305,2550,1353
59451,59551,2558,1309,2558,1359
59551,59651,2566,1313,2566,1365
59651,59751,2574,1317,2574,1371
59751,59851,2582,1321,2582,1377
59851,59951,2590,1325,2590,1383
59951,60051,2598,1329,2598,1389
60051,60151,2606,1333,2606,1395
60151,60251,2614,1337,2614,1401
60251,60351,2622,1341,2622,1407
60351,60451,2630,1345,2630,1413
60451,60551,2638,1349,2638,1419
60551,60651,2646,1353,2646,1425
60651,60751,2654,1357,2654,1431
60751,60851,2662,1361,2662,1437
60851,60951,2670,1365,2670,1443
60951,61051,2678,1369,2678,1449
61051,61151,2686,1373,2686,1455
61151,61251,2694,1377,2694,1461
61251,61351,2703,1381,2703,1467
61351,61451,2712,1385,2712,1473
61451,61551,2722,1389,2722,1479
61551,61651,2731,1393,2731,1485
61651,61751,2740,1397,2740,1491
61751,61851,2750,1401,2750,1497
61851,61951,2759,1405,2759,1503
61951,62051,2768,1409,2768,1509
62051,62151,2778,1413,2778,1515
62151,62251,2787,1417,2787,1521
62251,62351,2796,1421,2796,1527
62351,62451,2805,1425,2805,1533
62451,62551,2815,1429,2815,1539
62551,62651,2824,1433,2824,1545
62651,62751,2833,1437,2833,1551
62751,62851,2843,1441,2843,1557
62851,62951,2852,1445,2852,1563
62951,63051,2861,1449,2861,1569
63051,63151,2871,1453,2871,1575
63151,63251,2880,1457,2880,1581
63251,63351,2889,1461,2889,1587
63351,63451,2898,1465,2898,1593
63451,63551,2908,1469,2908,1599
63551,63651,2917,1473,2917,1605
63651,63751,2926,1477,2926,1611
63751,63851,2936,1481,2936,1617
63851,63951,2945,1485,2945,1623
63951,64051,2954,1489,2954,1629
64051,64151,2964,1493,2964,1635
64151,64251,2973,1497,2973,1641
64251,64351,2982,1501,2982,1647
64351,64451,2991,1505,2991,1653
64451,64551,3001,1509,3001,1659
64551,64651,3010,1513,3010,1665
64651,64751,3019,1517,3019,1671
64751,64851,3029,1521,3029,1677
64851,64951,3038,1525,3038,1683
64951,65051,3047,1529,3047,1689
65051,65151,3057,1533,3057,1695
65151,65251,3066,1537,3066,1701
65251,65351,3075,1541,3075,1707
65351,65451,3084,1545,3084,1713
65451,65551,3094,1549,3094,1719
65551,65651,3103,1553,3103,1725
65651,65751,3112,1557,3112,1731
65751,65851,3122,1561,3122,1737
65851,65951,3131,1565,3131,1743
65951,66051,3140,1569,3140,1749
66051,66151,3150,1573,3150,1755
66151,66251,3159,1577,3159,1761
66251,66351,3168,1581,3168,1767
66351,66451,3177,1585,3177,1773
66451,66551,3187,1589,3187,1779
66551,66651,3196,1593,3196,1785
66651,66751,3205,1597,3205,1791
66751,66851,3215,1601,3215,1797
66851,66951,3224,1605,3224,1803
66951,67051,3233,1609,3233,1809
67051,67151,3243,1613,3243,1815
67151,67251,3252,1617,3252,1821
67251,67351,3261,1621,3261,1827
67351,67451,3270,1625,3270,1833
67451,67551,3280,1629,3280,1839
67551,67651,3289,1633,3289,1845
67651,67751,3298,1637,3298,1851
67751,67851,3308,1641,3308,1857
67851,67951,3317,1645,3317,1863
67951,68051,3326,1649,3326,1869
68051,68151,3336,1653,3336,1875
68151,68251,3345,1657,3345,1881
68251,68351,3354,1661,3354,1887
68351,68451,3363,1665,3363,1893
68451,68551,3373,1669,3373,1899
68551,68651,3382,1673,3382,1905
68651,68751,3391,1677,3391,1911
68751,68851,3401,1681,3401,1917
68851,68951,3410,1685,3410,1923
68951,69051,3419,1689,3419,1929
69051,69151,3429,1693,3429,1935
69151,69251,3438,1697,3438,1941
69251,69351,3447,1701,3447,1947
69351,69451,3456,1705,3456,1953
69451,69551,3466,1709,3466,1959
69551,69651,3475,1713,3475,1965
69651,69751,3484,1717,3484,1971
69751,69851,3494,1722,3494,1977
69851,69951,3503,1728,3503,1983
69951,70051,3512,1734,3512,1989
70051,70151,3522,1740,3522,1995
70151,70251,3531,1746,3531,2001
70251,70351,3540,1752,3540,2007
70351,70451,3549,1758,3549,2013
70451,70551,3559,1764,3559,2019
70551,70651,3568,1770,3568,2026
70651,70751,3577,1776,3577,2034
70751,70851,3587,1782,3587,2042
70851,70951,3596,1788,3596,2050
70951,71051,3605,1794,3605,2058
71051,71151,3615,1800,3615,2066
71151,71251,3624,1806,3624,2074
71251,71351,3633,1812,3633,2082
71351,71451,3642,1818,3642,2090
71451,71551,3652,1824,3652,2098
71551,71651,3661,1830,3661,2106
71651,71751,3670,1836,3670,2114
71751,71851,3680,1842,3680,2122
71851,71951,3689,1848,3689,2130
71951,72051,3698,1854,3698,2138
72051,72151,3708,1860,3708,2146
72151,72251,3717,1866,3717,2154
72251,72351,3726,1872,3726,2162
72351,72451,3735,1878,3735,2170
72451,72551,3745,1884,3745,2178
72551,72651,3754,1890,3754,2186
72651,72751,3763,1896,3763,2194
72751,72851,3773,1902,3773,2202
72851,72951,3782,1908,3782,2210
72951,73051,3791,1914,3791,2218
73051,73151,3801,1920,3801,2226
73151,73251,3810,1926,3810,2234
73251,73351,3819,1932,3819,2242
73351,73451,3828,1938,3828,2250
73451,73551,3838,1944,3838,2258
73551,73651,3847,1950,3847,2266
73651,73751,3856,1956,3856,2274
73751,73851,3866,1962,3866,2282
73851,73951,3875,1968,3875,2290
73951,74051,3884,1974,3884,2298
74051,74151,3894,1980,3894,2306
74151,74251,3903,1986,3903,2314
74251,74351,3912,1992,3912,2322
74351,74451,3921,1998,3921,2330
74451,74551,3931,2004,3931,2338
74551,74651,3940,2010,3940,2346
74651,74751,3949,2016,3949,2354
74751,74851,3959,2022,3959,2362
74851,74951,3968,2028,3968,2370
74951,75051,3977,2034,3977,2378
75051,75151,3987,2040,3987,2386
75151,75251,3996,2046,3996,2394
75251,75351,4005,2052,4005,2402
75351,75451,4014,2058,4014,2410
75451,75551,4024,2064,4024,2418
75551,75651,4033,2070,4033,2426
75651,75751,4042,2076,4042,2434
75751,75851,4052,2082,4052,2442
75851,75951,4061,2088,4061,2450
75951,76051,4070,2094,4070,2458
76051,76151,4080,2100,4080,2466
76151,76251,4089,2106,4089,2474
76251,76351,4098,2112,4098,2482
76351,76451,4107,2118,4107,2490
76451,76551,4117,2124,4117,2498
76551,76651,4126,2130,4126,2506
76651,76751,4135,2136,4135,2514
76751,76851,4145,2142,4145,2522
76851,76951,4154,2148,4154,2530
76951,77051,4163,2154,4163,2538
77051,77151,4173,2160,4173,2546
77151,77251,4182,2166,4182,2554
77251,77351,4191,2172,4191,2562
77351,77451,4200,2178,4200,2570
77451,77551,4210,2184,4210,2578
77551,77651,4219,2190,4219,2586
77651,77751,4228,2196,4228,2594
77751,77851,4238,2202,4238,2602
77851,77951,4247,2208,4247,2610
77951,78051,4256,2214,4256,2618
78051,78151,4266,2220,4266,2626
78151,78251,4275,2226,4275,2634
78251,78351,4284,2232,4284,2642
78351,78451,4293,2238,4293,2650
78451,78551,4303,2244,4303,2658
78551,78651,4312,2250,4312,2666
78651,78751,4321,2256,4321,2674
78751,78851,4331,2262,4331,2682
78851,78951,4340,2268,4340,2690
78951,79051,4349,2274,4349,2698
79051,79151,4359,2280,4359,2706
79151,79251,4368,2286,4368,2714
79251,79351,4377,2292,4377,2722
79351,79451,4386,2298,4386,2730
79451,79551,4396,2304,4396,2738
79551,79651,4405,2310,4405,2746
79651,79751,4414,2316,4414,2754
79751,79851,4424,2322,4424,2762
79851,79951,4433,2328,4433,2770
79951,80051,4442,2334,4442,2778
80051,80151,4452,2340,4452,2786
80151,80251,4461,2346,4461,2794
80251,80351,4470,2352,4470,2802
80351,80451,4479,2358,4479,2810
80451,80551,4489,2364,4489,2818
80551,80651,4498,2370,4498,2826
80651,80751,4507,2376,4507,2834
80751,80851,4517,2382,4517,2842
80851,80951,4526,2388,4526,2850
80951,81051,4535,2394,4535,2858
81051,81151,4545,2400,4545,2866
81151,81251,4554,2406,4554,2874
81251,81351,4563,2412,4563,2882
81351,81451,4572,2418,4572,2890
81451,81551,4582,2424,4582,2898
81551,81651,4591,2430,4591,2906
81651,81751,4600,2436,4600,2914
81751,81851,4610,2442,4610,2922
81851,81951,4619,2448,4619,2930
81951,82051,4628,2454,4628,2938
82051,82151,4638,2460,4638,2946
82151,82251,4647,2466,4647,2954
82251,82351,4656,2472,4656,2962
82351,82451,4665,2478,4665,2970
82451,82551,4675,2484,4675,2978
82551,82651,4684,2490,4684,2986
82651,82751,4693,2496,4693,2994
82751,82851,4703,2502,4703,3002
82851,82951,4712,2508,4712,3010
82951,83051,4721,2514,4721,3018
83051,83151,4731,2520,4731,3026
83151,83251,4740,2526,4740,3034
83251,83351,4749,2532,4749,3042
83351,83451,4758,2538,4758,3051
83451,83551,4768,2544,4768,3060
83551,83651,4777,2550,4777,3070
83651,83751,4786,2556,4786,3079
83751,83851,4796,2562,4796,3088
83851,83951,4805,2568,4805,3098
83951,84051,4814,2574,4814,3107
84051,84151,4824,2580,4824,3116
84151,84251,4833,2586,4833,3126
84251,84351,4842,2592,4842,3135
84351,84451,4851,2598,4851,3144
84451,84551,4861,2604,4861,3153
84551,84651,4870,2610,4870,3163
84651,84751,4879,2616,4879,3172
84751,84851,4889,2622,4889,3181
84851,84951,4898,2628,4898,3191
84951,85051,4907,2634,4907,3200
85051,85151,4917,2640,4917,3209
85151,85251,4926,2646,4926,3219
85251,85351,4935,2652,4935,3228
85351,85451,4944,2658,4944,3237
85451,85551,4954,2664,4954,3246
85551,85651,4963,2670,4963,3256
85651,85751,4972,2676,4972,3265
85751,85851,4982,2682,4982,3274
85851,85951,4991,2688,4991,3284
85951,86051,5000,2694,5000,3293
86051,86151,5010,2700,5010,3302
86151,86251,5019,2706,5019,3312
86251,86351,5028,2712,5028,3321
86351,86451,5037,2718,5037,3330
86451,86551,5047,2724,5047,3339
86551,86651,5056,2730,5056,3349
86651,86751,5065,2736,5065,3358
86751,86851,5075,2742,5075,3367
86851,86951,5084,2748,5084,3377
86951,87051,5093,2754,5093,3386
87051,87151,5103,2760,5103,3395
87151,87251,5112,2766,5112,3405
87251,87351,5121,2772,5121,3414
87351,87451,5130,2778,5130,3423
